word_index,word_id,unique_word_id,word,translation,start_time,end_time
34,f5a79d88-6eea-4f73-b0ef-616de54e4db6,b84338f1-0e77-4551-9a96-ec977ab2a52b,balón,ball,183.52501,184.02501
35,aa9d5069-069e-4ef7-8ac4-f303855e1373,52d87d99-02b3-4e48-b889-838caee48f45,entrenadores,coaches,185.245,185.745
36,34a3cf28-fb7e-42a1-af48-9b3873385713,c778f184-96bf-40cf-9d68-9528d88cccae,habilidad,skill,191.04,191.44
37,71155fc3-7e13-4528-bd1f-2a9bd5249f01,0621425a-f55b-4e33-a95f-2917d6590378,miramiento,consideration,193.28,193.78
38,659728e7-fef7-44fe-82cb-daef0f58d663,8f89f4ea-53e2-4f4e-832d-89d234efe4bf,compañeros,companions,194.4,194.9
39,8fbe6123-0c39-43bd-92a6-2a2b7e4f70c0,ab1412d0-2533-43ed-8704-d2dacf40cd08,respeto,respect,197.2,197.59999
40,d2ab38e0-f457-4b09-88cd-8d99e6ac583d,52d87d99-02b3-4e48-b889-838caee48f45,entrenadores,coaches,199.92,200.42
41,e1effae3-a3b8-48ac-854f-50efd77377b7,ff4499cf-19ab-41f9-9bb8-31bc4a803a2c,pericia,expertise,202.0,202.31999
42,834fd110-b69f-4125-b0bd-586b2d223499,b84338f1-0e77-4551-9a96-ec977ab2a52b,balón,ball,202.72,203.22
43,29d0f9ac-1e48-4483-ba73-76a360058a36,7e97d0b3-acba-4b9e-b228-9aefbb7c2a93,epopeya,epic,207.265,207.765
44,808517ff-a197-4069-80fa-889e1c178e36,0be61c8d-4f39-4942-92c7-ee26c89047a0,fútbol,soccer,213.10501,213.60501
45,b58f4c6a-a44d-415a-9ead-f6b8f09ff249,7e97d0b3-acba-4b9e-b228-9aefbb7c2a93,epopeya,epic,222.76,223.26
46,233ce092-5e01-4984-a9a1-a99774f28b0e,9184033c-34d4-4998-83f3-a385df8d006e,familia,family,226.84,227.34
47,a8e53992-aac4-4b58-a84c-04165558dfd7,78d0238b-9531-40d0-b7a6-3f0287ae7692,padre,father,229.56,229.88
48,8965fb0e-2677-4c0c-bfeb-2b821f093d85,042dc823-ad26-4519-9430-0aa07c872f4c,madre,mother,233.295,233.69499
49,94af59bc-eb95-4831-919d-9ac5b538f781,0ca913c1-3d46-4496-9ee0-311744341266,arrebato,outburst,240.33499,240.735
50,5c3eda4c-dc8d-45aa-b719-9c0a6a509324,0be61c8d-4f39-4942-92c7-ee26c89047a0,fútbol,soccer,253.02,253.52
51,ce5cbe66-279e-4d56-b4dd-a485db481fd0,c7855b5d-512e-4fef-8391-60872b67ae3a,felicidad,happiness,259.1,259.41998
52,5f0ae77d-dbc5-43b3-9d1e-d7ca22041bba,b43a149c-7df6-4eb0-90e6-1c60195d1abb,energía,energy,263.67502,264.155
53,4a6f9d0f-221d-4712-b2bf-c4ff71143871,1e9f0244-b496-4198-8bca-358367392be8,música,music,271.915,272.415
54,49bb35c8-5d05-4f3f-abd8-991d55b94a09,50fab958-eae1-4be0-9f9f-7beaacde1d11,cocinar,to cook,283.43494,283.75494
55,01efeac1-63c8-46e3-8782-1138cf006bc3,b5326b4b-6f0c-4209-b765-9571fe1836e2,travesuras,pranks,286.31494,286.81494
56,8244d37e-fcec-417a-acd5-102218d23b1e,ce0fb636-c51e-4e19-8ced-e590861d3b28,cocina,kitchen,287.19495,287.69495
57,f272b9d9-098b-4ed0-a645-f09c928baf83,9184033c-34d4-4998-83f3-a385df8d006e,familia,family,291.59494,291.91495
